territory,region,district,District 2,sites_code,sites_name,ruangan_code,ruangan_name,ruangan_panjang,ruangan_lebar,ruangan_tinggi,ruangan_luas,rack_code,rack_name,rack_panjang,rack_lebar,rack_tinggi,rack_luas,code,name,label_code,jenis,merk,tahun_operasi,status,kondisi,kapasitas,satuan_kapasitas,jenis_tegangan,beban_arus,satuan_beban,keterangan,Usia Perangkat,Condition,latitude,longitude,address,class_type,organization_name,teknisi,uuid,organization_uuid,organization_sname
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-03,R. ATS/AMF,7,2.95,4.5,20.65,TIF1-TJK-03-0002,AMF RACK,1.7,1,2.1,1.7,TIF1-TJK-03-0002-00012,PANEL AMF VOLVO,1760415791153592-BXJX0STM7T,ELECTRICALPANEL,AMM,2022,AKTIF,NORMAL,,,AC,700,A,,4,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-08,R. RECTI 1,8.6,5.7,5,49.02,TIF1-TJK-08-0004,DCPDB B,0.6,0.6,2.1,0.36,TIF1-TJK-08-0004-00036,DCPDB B,1760415793914399-VO0LOAQO3L,DCPDBSTANDING,CUSTOM,2013,AKTIF,NORMAL,,,DC,300,A,,13,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-04,R. MDP,8.9,2.9,4.5,25.81,TIF1-TJK-04-0001,RACK MDP,3.1,0.85,2.05,2.64,TIF1-TJK-04-0001-00014,RACK MDP,1760415791338139-L5W5EQMIL1,ELECTRICALPANEL,CUSTOM,2006,AKTIF,NORMAL,,,AC,400,A,,20,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-04,R. MDP,8.9,2.9,4.5,25.81,,,,,,,TIF1-TJK-04-0000-00015,ACPDB,176041579096686-7G0TXVL3L8,ACPDB,CUSTOM,2006,AKTIF,NORMAL,,,AC,12,A,,20,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-05,R. TRAFO,6.7,5.5,3.74,36.85,TIF1-TJK-05-0001,RACK SAMBUNG,1.2,0.8,1.85,0.96,TIF1-TJK-05-0001-00016,RACK SAMBUNG,1760415791338101-71KBASRNGB,ELECTRICALPANEL,CUSTOM,2006,AKTIF,NORMAL,,,AC,80,A,,20,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-05,R. TRAFO,6.7,5.5,3.74,36.85,TIF1-TJK-05-0002,RACK SUB MDP,1.2,0.8,1.85,0.96,TIF1-TJK-05-0002-00017,RACK SUB MDP,1760415791706656-YS6OC8SO1T,ELECTRICALPANEL,CUSTOM,2006,AKTIF,NORMAL,,,AC,30,A,,20,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-05,R. TRAFO,6.7,5.5,3.74,36.85,,,,,,,TIF1-TJK-05-0000-00018,CUBICLE,1760415791523502-N1BS7XTDDU,ACPDB,SCHNEIDER,2022,AKTIF,NORMAL,,,AC,300,A,,4,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-05,R. TRAFO,6.7,5.5,3.74,36.85,,,,,,,TIF1-TJK-05-0000-00019,TRAFO,1760415791523527-V8AOKS67YU,ACPDB,TRAFINDO,2022,AKTIF,NORMAL,,,AC,300,A,,4,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-06,R. BATTERY BASAH,8.8,5.5,5,48.4,TIF1-TJK-06-0002,RACK FIAMM,2.67,0.75,1,2,TIF1-TJK-06-0002-00021,FIAMM 1000,1760415792983154-4MZ75N3M3I,BATBASAH,FIAMM,2018,AKTIF,NORMAL,1000,Ah,DC,0.1,A,,8,Usia Operasi,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-07,R. NGN,11.5,8.5,3,97.75,TIF1-TJK-07-0001,RACK OLT,0.6,0.3,2.2,0.18,TIF1-TJK-07-0001-00026,GPON01-D1-TJK-2,1760415792802966-P3I164A7JH,OLT,HUAWEI,2014,AKTIF,NORMAL,,,DC,20.3,A,,12,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-08,R. RECTI 1,8.6,5.7,5,49.02,TIF1-TJK-08-0001,GOLDPOWER 1,0.6,0.6,2,0.36,TIF1-TJK-08-0001-00033,RECTI GOLD POWER 01,1760415793544205-VCMFH9DAKB,RECTIFIER,GOLDPOWER,2013,AKTIF,NORMAL,1200,A,DC,426,A,,13,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-08,R. RECTI 1,8.6,5.7,5,49.02,TIF1-TJK-08-0002,RACK DCPDB A,0.6,0.6,2,0.36,TIF1-TJK-08-0002-00034,DCPDB A,1760415793729294-YGA4QNP8NR,DCPDBSTANDING,CUSTOM,2013,AKTIF,NORMAL,,,DC,426,A,,13,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-08,R. RECTI 1,8.6,5.7,5,49.02,TIF1-TJK-08-0003,RECTI GOLD POWER B,0.6,0.6,2,0.36,TIF1-TJK-08-0003-00035,RECTI GOLDPOWER B,1760415793729321-XQGGGFZXVX,RECTIFIER,GOLDPOWER,2013,AKTIF,NORMAL,1200,A,DC,553,A,,13,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-08,R. RECTI 1,8.6,5.7,5,49.02,,,,,,,TIF1-TJK-08-0000-00037,RTU OSASE,1760415794279814-83NB9VYHVR,ACPDB,CUSTOM,2018,AKTIF,NORMAL,,,DC,1,A,,8,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-08,R. RECTI 1,8.6,5.7,5,49.02,,,,,,,TIF1-TJK-08-0000-00038,AC 01 R. RECTI 1,1760415794461641-F1T6KERB4N,ACSPLIT,GREE,2019,AKTIF,NORMAL,2,PK,AC,5,A,,7,Usia Operasi,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-08,R. RECTI 1,8.6,5.7,5,49.02,,,,,,,TIF1-TJK-08-0000-00039,DCPDB 00,1760415794095635-K5JAE2YPX4,DCPDB,CUSTOM,2013,AKTIF,NORMAL,,,DC,253,A,,13,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-08,R. RECTI 1,8.6,5.7,5,49.02,TIF1-TJK-08-0005,RACK BAE 2000,2.75,1,1,2.75,TIF1-TJK-08-0005-00040,BAE 2000,176041579409566-O6498VLE0E,BATKERING,BAE,2018,AKTIF,NORMAL,2000,Ah,DC,0.1,A,,8,Usia Operasi,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-08,R. RECTI 1,8.6,5.7,5,49.02,,,,,,,TIF1-TJK-08-0000-00041,AC 02 R. RECTI 1,1760415794461613-B71EECSPBY,ACSPLIT,GREE,2022,AKTIF,NORMAL,2,PK,AC,5,A,,4,Usia Operasi,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-08,R. RECTI 1,8.6,5.7,5,49.02,,,,,,,TIF1-TJK-08-0000-00042,AC 03 R. RECTI 1,1760415793914373-52PMQKX0NC,ACSPLIT,LG,2019,AKTIF,NORMAL,2,PK,AC,7,A,,7,Usia Operasi,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-07,R. NGN,11.5,8.5,3,97.75,TIF1-TJK-07-0005,RACK OLT,0.6,0.3,2.2,0.18,TIF1-TJK-07-0005-00043,GPON08-D1-TJK-2,1760415794279787-SKD5PLMVW7,OLT,HUAWEI,2018,AKTIF,NORMAL,,,DC,9.4,A,,8,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-07,R. NGN,11.5,8.5,3,97.75,TIF1-TJK-07-0005,RACK OLT,0.6,0.3,2.2,0.18,TIF1-TJK-07-0005-00044,GPON09-D1-TJK-2,1760415794819241-OU7VBEP00S,OLT,HUAWEI,2018,AKTIF,NORMAL,,,DC,13.4,A,,8,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-07,R. NGN,11.5,8.5,3,97.75,TIF1-TJK-07-0006,RACK OLT,0.6,0.3,2.2,0.18,TIF1-TJK-07-0006-00045,GPON10-D1-TJK-2,1760415794999284-JTK5CNNKRE,OLT,HUAWEI,2018,AKTIF,NORMAL,,,DC,15,A,,8,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-08,R. RECTI 1,8.6,5.7,5,49.02,TIF1-TJK-08-0006,RACK INVERTER,0.65,0.55,2.25,0.36,TIF1-TJK-08-0006-00046,INVERTER,1760415795178908-W3Z0CJY3B0,INVERTER,LUCENT,2004,AKTIF,NORMAL,,,DC,34,A,,22,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-08,R. RECTI 1,8.6,5.7,5,49.02,,,,,,,TIF1-TJK-08-0000-00047,ACPDB 3,1760415794640859-T4P9J3ITYQ,ACPDB,CUSTOM,2018,AKTIF,NORMAL,,,AC,12,A,,8,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-08,R. RECTI 1,8.6,5.7,5,49.02,,,,,,,TIF1-TJK-08-0000-00048,ACPDB,1760415794640886-GJ6OFZPW33,ACPDB,CUSTOM,2018,AKTIF,NORMAL,,,AC,2,A,,8,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-08,R. RECTI 1,8.6,5.7,5,49.02,,,,,,,TIF1-TJK-08-0000-00050,SDP 01,1760415794819267-N5W6K7GYB1,ACPDB,CUSTOM,2013,AKTIF,NORMAL,,,AC,72,A,,13,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-07,R. NGN,11.5,8.5,3,97.75,TIF1-TJK-07-0009,RACK DWDM OVERLAY,0.6,0.3,2.2,0.18,TIF1-TJK-07-0009-00056,WI-SRS2-OLAY-TJK (SHELF 2),1760415795547316-OTRYELTHD7,DWDM,CORIANT,2019,AKTIF,NORMAL,,,DC,1.8,A,,7,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-07,R. NGN,11.5,8.5,3,97.75,TIF1-TJK-07-0009,RACK DWDM OVERLAY,0.6,0.3,2.2,0.18,TIF1-TJK-07-0009-00057,WI-SRS2-OLAY-TJK (SHELF 3),1760415795547342-24CIR7YY4V,DWDM,CORIANT,2019,AKTIF,NORMAL,,,DC,1.9,A,,7,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
TIF1,1,LAMPUNG,#REF!,TJK,TANJUNG KARANG,TIF1-TJK-07,R. NGN,11.5,8.5,3,97.75,TIF1-TJK-07-0009,RACK DWDM OVERLAY,0.6,0.3,2.2,0.18,TIF1-TJK-07-0009-00058,WI-SRS2-OLAY-TJK (SHELF 4),1760415795731703-SPXUVJS9V7,DWDM,CORIANT,2019,AKTIF,NORMAL,,,DC,2.4,A,,7,,-5.410744051,105.2562979,"Jl. R.A Kartini No.1, Kelapa Tiga, Tanjung Karang Pusat | Kota Bandar Lampung | Provinsi Lampung",POP,CLUSTER LAMPUNG,"Agus Setiawan, Ahmad Habibi Al Madani, BAYU KURNIA PUTRA, Elfrendo Pakpahan, KHORI DWIPUTRA, Mchoirul Ansori, Muhammad Ilham, M. Viky Maulana, Riyadi Senjaya, SYAFRUDDIN",ef35dd9b-e767-4fd7-821d-56b6f6aed3ad,dca45bd7-fd08-46d8-8272-ea3b747cec28,C_LMPU
