territory,region,district,District 2,sites_code,sites_name,ruangan_code,ruangan_name,ruangan_panjang,ruangan_lebar,ruangan_tinggi,ruangan_luas,rack_code,rack_name,rack_panjang,rack_lebar,rack_tinggi,rack_luas,code,name,label_code,jenis,merk,tahun_operasi,status,kondisi,kapasitas,satuan_kapasitas,jenis_tegangan,beban_arus,satuan_beban,keterangan,Usia Perangkat,Condition,latitude,longitude,address,class_type,organization_name,teknisi,uuid,organization_uuid,organization_sname
TIF1,1,SUMSEL,#REF!,TJN,TANJUNG PANDAN,TIF1-TJN-02,R. GENSET,5.57,5.8,3.41,32.31,TIF1-TJN-02-0001,RACK GENSET 1,3.45,1.54,1.42,5.31,TIF1-TJN-02-0001-00002,GENSET 1,1760590567052669-9Y5PI1DOX7,GENSET,LEROY SOMER,2006,AKTIF,NORMAL,150,KVa,AC,0,KVa,,20,Usia Operasi,-2.744977095,107.6368229,Jl. Dock No. 1 | Kabupaten Belitung | Provinsi Kepulauan Bangka Belitung,ADVANCE,CLUSTER PANGKAL PINANG,"GERRY CHARISTI, Hari Barkah, Mustar",deab2cef-20a9-4a6d-98a1-af0361cd88ee,549f33c7-aac5-4059-a150-3e4c52239557,C_PKLP
TIF1,1,SUMSEL,#REF!,TJN,TANJUNG PANDAN,TIF1-TJN-02,R. GENSET,5.57,5.8,3.41,32.31,,,,,,,TIF1-TJN-02-0000-00005,BATERAI STARTER 2,1760590567323011-0ZYNQWQH8D,BATSTARTER,CATERPILLAR,2025,AKTIF,NORMAL,100,Ah,DC,0,A,,1,,-2.744977095,107.6368229,Jl. Dock No. 1 | Kabupaten Belitung | Provinsi Kepulauan Bangka Belitung,ADVANCE,CLUSTER PANGKAL PINANG,"GERRY CHARISTI, Hari Barkah, Mustar",deab2cef-20a9-4a6d-98a1-af0361cd88ee,549f33c7-aac5-4059-a150-3e4c52239557,C_PKLP
TIF1,1,SUMSEL,#REF!,PGC,PALEMBANG CENTRUM,TIF1-PGC-02,R. ATS/AMF,6.7,6.7,3.9,44.89,,,,,,,TIF1-PGC-02-0000-00008,AC 02 R. ATS/AMF,176034418026124-TBSFQA8DD2,ACSPLIT,PANASONIC,2010,AKTIF,NORMAL,2,PK,AC,10,A,,16,Usulan Modernisasi,-2.977657058,104.748676,"Jl. Kapten Anwar Sastro, Sungai Pangeran, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30127, Indonesia | Kota Palembang | Provinsi Sumatera Selatan",POP,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",05043d45-3c53-4525-958d-b9b296454d0c,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,TJN,TANJUNG PANDAN,TIF1-TJN-07,R. TRANSMISI,5.84,3.8,3.38,22.19,TIF1-TJN-07-0001,RACK GPON 01,0.6,0.3,2.2,0.18,TIF1-TJN-07-0001-00028,GPON 01-D1-TJN-2,1760590569799575-YD2QONPMKF,OLT,HUAWEI,2019,AKTIF,NORMAL,,,DC,17.28,A,,7,,-2.744977095,107.6368229,Jl. Dock No. 1 | Kabupaten Belitung | Provinsi Kepulauan Bangka Belitung,ADVANCE,CLUSTER PANGKAL PINANG,"GERRY CHARISTI, Hari Barkah, Mustar",deab2cef-20a9-4a6d-98a1-af0361cd88ee,549f33c7-aac5-4059-a150-3e4c52239557,C_PKLP
TIF1,1,SUMSEL,#REF!,PGC,PALEMBANG CENTRUM,TIF1-PGC-03,R. BATTERY BASAH,8.4,5.85,3.1,49.14,TIF1-PGC-03-0005,RACK BATTERY BASAH  05,2.7,0.58,0.65,1.57,TIF1-PGC-03-0005-00014,BATTERY BASAH 05,1760344181269905-D00IW1PEK2,BATBASAH,VARTA,1993,AKTIF,NORMAL,1000,Ah,DC,0,A,,33,Usulan Modernisasi,-2.977657058,104.748676,"Jl. Kapten Anwar Sastro, Sungai Pangeran, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30127, Indonesia | Kota Palembang | Provinsi Sumatera Selatan",POP,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",05043d45-3c53-4525-958d-b9b296454d0c,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,PGC,PALEMBANG CENTRUM,TIF1-PGC-04,R. RECTIFIER,8.45,5.85,2.87,49.43,,,,,,,TIF1-PGC-04-0000-00019,AC 01 R. RECTIFIER,1760344181451724-MORYHLFH88,ACSPLIT,DAIKIN,2022,AKTIF,NORMAL,2,PK,AC,7.4,A,,4,Usia Operasi,-2.977657058,104.748676,"Jl. Kapten Anwar Sastro, Sungai Pangeran, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30127, Indonesia | Kota Palembang | Provinsi Sumatera Selatan",POP,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",05043d45-3c53-4525-958d-b9b296454d0c,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,TJN,TANJUNG PANDAN,TIF1-TJN-07,R. TRANSMISI,5.84,3.8,3.38,22.19,TIF1-TJN-07-0002,RACK GPON 02,0.6,0.6,2.1,0.36,TIF1-TJN-07-0002-00029,GPON 00-D1-TJN-3,1760590569799602-U4PRY1Y6WG,OLT,ZTE,2019,AKTIF,NORMAL,,,DC,15.28,A,,7,,-2.744977095,107.6368229,Jl. Dock No. 1 | Kabupaten Belitung | Provinsi Kepulauan Bangka Belitung,ADVANCE,CLUSTER PANGKAL PINANG,"GERRY CHARISTI, Hari Barkah, Mustar",deab2cef-20a9-4a6d-98a1-af0361cd88ee,549f33c7-aac5-4059-a150-3e4c52239557,C_PKLP
TIF1,1,SUMSEL,#REF!,TJN,TANJUNG PANDAN,TIF1-TJN-07,R. TRANSMISI,5.84,3.8,3.38,22.19,TIF1-TJN-07-0002,RACK GPON 02,0.6,0.6,2.1,0.36,TIF1-TJN-07-0002-00030,GPON 02-D1-TJN-3,1760590569984209-O7CDDU6C59,OLT,ZTE,2019,AKTIF,NORMAL,,,DC,15.14,A,,7,,-2.744977095,107.6368229,Jl. Dock No. 1 | Kabupaten Belitung | Provinsi Kepulauan Bangka Belitung,ADVANCE,CLUSTER PANGKAL PINANG,"GERRY CHARISTI, Hari Barkah, Mustar",deab2cef-20a9-4a6d-98a1-af0361cd88ee,549f33c7-aac5-4059-a150-3e4c52239557,C_PKLP
TIF1,1,SUMSEL,#REF!,TJN,TANJUNG PANDAN,TIF1-TJN-07,R. TRANSMISI,5.84,3.8,3.38,22.19,TIF1-TJN-07-0003,RACK GPON 03,0.6,0.3,2.2,0.18,TIF1-TJN-07-0003-00031,GPON 04-D1-TJN-3,1760590569984249-KEEM27APA6,OLT,ZTE,2019,AKTIF,NORMAL,,,DC,8.67,A,,7,,-2.744977095,107.6368229,Jl. Dock No. 1 | Kabupaten Belitung | Provinsi Kepulauan Bangka Belitung,ADVANCE,CLUSTER PANGKAL PINANG,"GERRY CHARISTI, Hari Barkah, Mustar",deab2cef-20a9-4a6d-98a1-af0361cd88ee,549f33c7-aac5-4059-a150-3e4c52239557,C_PKLP
TIF1,1,SUMSEL,#REF!,TJN,TANJUNG PANDAN,TIF1-TJN-08,R. SKKL LT.2,6.2,7,3,43.4,TIF1-TJN-08-0006,RACK WME 131,0.9,0.9,2.2,0.81,TIF1-TJN-08-0006-00051,WME 131 SUBRACK 03,1760590571883305-JZP096FYNU,DWDM,NEC,2023,AKTIF,NORMAL,,,DC,2.3,A,,3,,-2.744977095,107.6368229,Jl. Dock No. 1 | Kabupaten Belitung | Provinsi Kepulauan Bangka Belitung,ADVANCE,CLUSTER PANGKAL PINANG,"GERRY CHARISTI, Hari Barkah, Mustar",deab2cef-20a9-4a6d-98a1-af0361cd88ee,549f33c7-aac5-4059-a150-3e4c52239557,C_PKLP
TIF1,1,SUMSEL,#REF!,TJN,TANJUNG PANDAN,TIF1-TJN-02,R. GENSET,5.57,5.8,3.41,32.31,TIF1-TJN-02-0004,RACK MDP,0.7,0.5,1.57,0.35,TIF1-TJN-02-0004-00071,MDP TJN,1760590574219806-98MUHJW74B,MDP,MERLIN GERLIN,2006,AKTIF,NORMAL,,,AC,110,A,,20,,-2.744977095,107.6368229,Jl. Dock No. 1 | Kabupaten Belitung | Provinsi Kepulauan Bangka Belitung,ADVANCE,CLUSTER PANGKAL PINANG,"GERRY CHARISTI, Hari Barkah, Mustar",deab2cef-20a9-4a6d-98a1-af0361cd88ee,549f33c7-aac5-4059-a150-3e4c52239557,C_PKLP
TIF1,1,SUMSEL,#REF!,TJN,TANJUNG PANDAN,TIF1-TJN-08,R. SKKL LT.2,6.2,7,3,43.4,TIF1-TJN-08-0002,RACK TPNDR1401,0.9,0.9,2.2,0.81,TIF1-TJN-08-0002-00042,TPNDR1401 SUBRACK 01,1760590571136428-JOQPL9TC5D,DWDM,NEC,2019,AKTIF,NORMAL,,,DC,0,A,,7,,-2.744977095,107.6368229,Jl. Dock No. 1 | Kabupaten Belitung | Provinsi Kepulauan Bangka Belitung,ADVANCE,CLUSTER PANGKAL PINANG,"GERRY CHARISTI, Hari Barkah, Mustar",deab2cef-20a9-4a6d-98a1-af0361cd88ee,549f33c7-aac5-4059-a150-3e4c52239557,C_PKLP
TIF1,1,SUMSEL,#REF!,TJN,TANJUNG PANDAN,TIF1-TJN-08,R. SKKL LT.2,6.2,7,3,43.4,TIF1-TJN-08-0005,RACK WME 231,0.9,0.9,2.2,0.81,TIF1-TJN-08-0005-00048,WME 231 SUBRACK 03,1760590571694373-QIMWAKQGTF,DWDM,NEC,2023,AKTIF,NORMAL,,,DC,2.68,A,,3,,-2.744977095,107.6368229,Jl. Dock No. 1 | Kabupaten Belitung | Provinsi Kepulauan Bangka Belitung,ADVANCE,CLUSTER PANGKAL PINANG,"GERRY CHARISTI, Hari Barkah, Mustar",deab2cef-20a9-4a6d-98a1-af0361cd88ee,549f33c7-aac5-4059-a150-3e4c52239557,C_PKLP
TIF1,1,SUMSEL,#REF!,PGC,PALEMBANG CENTRUM,TIF1-PGC-06,R. UTILITY,5.7,4,3.2,22.8,TIF1-PGC-06-0004,RACK INVERTER BENNING 01,0.6,0.6,1.2,0.36,TIF1-PGC-06-0004-00031,INVERTER BENNING,1760344182003375-3G8PACXIW3,INVERTER,BENNING,2009,AKTIF,NORMAL,,,AC,29,A,,17,,-2.977657058,104.748676,"Jl. Kapten Anwar Sastro, Sungai Pangeran, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30127, Indonesia | Kota Palembang | Provinsi Sumatera Selatan",POP,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",05043d45-3c53-4525-958d-b9b296454d0c,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,PGC,PALEMBANG CENTRUM,TIF1-PGC-06,R. UTILITY,5.7,4,3.2,22.8,TIF1-PGC-06-0010,RACK PAC NGN 01,0.88,1.32,2.93,1.16,TIF1-PGC-06-0010-00033,PAC NGN 01,1760344182186456-DLM8P7PE2T,PAC,UNIFLAIR,2011,AKTIF,NORMAL,90,PK,AC,8,A,,15,Usia Operasi,-2.977657058,104.748676,"Jl. Kapten Anwar Sastro, Sungai Pangeran, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30127, Indonesia | Kota Palembang | Provinsi Sumatera Selatan",POP,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",05043d45-3c53-4525-958d-b9b296454d0c,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,PGC,PALEMBANG CENTRUM,TIF1-PGC-07,R. NGN 01,5.6,8.7,3,48.72,TIF1-PGC-07-0025,RACK AC STANDING 01,0.33,0.6,0.85,0.2,TIF1-PGC-07-0025-00035,AC 01 R. NGN 01,1760344182550215-TFCUFOFQ7S,ACSTANDING,DIKIN,2017,AKTIF,NORMAL,5,PK,AC,10,A,,9,Usia Operasi,-2.977657058,104.748676,"Jl. Kapten Anwar Sastro, Sungai Pangeran, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30127, Indonesia | Kota Palembang | Provinsi Sumatera Selatan",POP,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",05043d45-3c53-4525-958d-b9b296454d0c,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,KAG,KAYU AGUNG,TIF1-KAG-02,R. FTM,3.9,3.4,3.3,13.26,TIF1-KAG-02-0001,RACK-OA-01,0.6,0.9,2.1,0.54,TIF1-KAG-02-0001-00006,FTM,1760601853921446-A3YCYXZKF8,OTB,SAM,2018,AKTIF,NORMAL,0,CORE,,0,CORE,,8,,-3.3925,104.8283333,,BASIC,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",742e3a43-620a-429b-8420-b3fe92317309,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,PGC,PALEMBANG CENTRUM,TIF1-PGC-07,R. NGN 01,5.6,8.7,3,48.72,TIF1-PGC-07-0027,RACK AC STANDING 03,0.33,0.6,1.85,0.2,TIF1-PGC-07-0027-00038,AC 03 R. NGN 01,1760344182728454-XN8NE0CDF7,ACSTANDING,DIKIN,2020,AKTIF,NORMAL,5,PK,AC,10,A,,6,Usia Operasi,-2.977657058,104.748676,"Jl. Kapten Anwar Sastro, Sungai Pangeran, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30127, Indonesia | Kota Palembang | Provinsi Sumatera Selatan",POP,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",05043d45-3c53-4525-958d-b9b296454d0c,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,PGC,PALEMBANG CENTRUM,TIF1-PGC-08,R. NGN 02,11.47,5.93,2.8,68.02,TIF1-PGC-08-0009,RACK A-01,0.6,1.15,2.1,0.69,TIF1-PGC-08-0009-00043,CACHE9-D1-PGC,1760344183285195-UHZX48P8HJ,SERVER,BLUE COAT,2017,AKTIF,NORMAL,,,DC,2,A,,9,,-2.977657058,104.748676,"Jl. Kapten Anwar Sastro, Sungai Pangeran, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30127, Indonesia | Kota Palembang | Provinsi Sumatera Selatan",POP,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",05043d45-3c53-4525-958d-b9b296454d0c,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,PGC,PALEMBANG CENTRUM,TIF1-PGC-08,R. NGN 02,11.47,5.93,2.8,68.02,TIF1-PGC-08-0009,RACK A-01,0.6,1.15,2.1,0.69,TIF1-PGC-08-0009-00045,CACHE11-D1-PGC,1760344183828225-6QTR36EJLN,SERVER,BLUE COAT,2017,AKTIF,NORMAL,,,DC,2,A,,9,,-2.977657058,104.748676,"Jl. Kapten Anwar Sastro, Sungai Pangeran, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30127, Indonesia | Kota Palembang | Provinsi Sumatera Selatan",POP,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",05043d45-3c53-4525-958d-b9b296454d0c,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,KAG,KAYU AGUNG,TIF1-KAG-01,R. GENSET,4.8,3.8,3.4,18.24,,,,,,,TIF1-KAG-01-0000-00020,BATSTARTER KAG,1760601855637459-7P3CWJ2BB3,BATSTARTER,YUASA,2022,AKTIF,NORMAL,150,Ah,DC,150,A,,4,,-3.3925,104.8283333,,BASIC,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",742e3a43-620a-429b-8420-b3fe92317309,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,KAG,KAYU AGUNG,TIF1-KAG-04,R. TRANSMISI,5.3,4.9,2.7,25.97,TIF1-KAG-04-0004,RACK,0.6,0.3,2.2,0.18,TIF1-KAG-04-0004-00021,GPON001-D1-KAG2,176060185488742-KQ1NQ6FCJ3,OLT,ZTE,2018,AKTIF,NORMAL,,,DC,10,A,,8,,-3.3925,104.8283333,,BASIC,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",742e3a43-620a-429b-8420-b3fe92317309,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,KAG,KAYU AGUNG,TIF1-KAG-03,R. EX SENTRAL,5.9,5.4,3.4,31.86,TIF1-KAG-03-0003,RACK ISSBS,0.6,0.5,0.4,0.3,TIF1-KAG-03-0003-00056,SW HUB ISSBS,176060185658947-CH4JJG5LN4,SWITCH,DLINK,2020,AKTIF,NORMAL,,,AC,1,A,,6,,-3.3925,104.8283333,,BASIC,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",742e3a43-620a-429b-8420-b3fe92317309,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,KAG,KAYU AGUNG,TIF1-KAG-04,R. TRANSMISI,5.3,4.9,2.7,25.97,TIF1-KAG-04-0002,RACK,0.6,0.3,2.2,0.18,TIF1-KAG-04-0002-00017,GPON00-D1-KAG2,1760601855829204-MSREVZGEVM,OLT,HUAWEI,2018,AKTIF,NORMAL,,,DC,12,A,,8,,-3.3925,104.8283333,,BASIC,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",742e3a43-620a-429b-8420-b3fe92317309,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,PGC,PALEMBANG CENTRUM,TIF1-PGC-07,R. NGN 01,5.6,8.7,3,48.72,TIF1-PGC-07-0003,RACK A-03,0.6,0.3,2.2,0.18,TIF1-PGC-07-0003-00054,WI-SRS1-ULAY-PGC2: 7300 SISTEM INNER SHELF 2,1760344183828199-BLF8FCP88J,DWDM,NOKIA SIEMENS (SERI HIT 7300),2011,AKTIF,NORMAL,,,DC,4.6,A,,15,,-2.977657058,104.748676,"Jl. Kapten Anwar Sastro, Sungai Pangeran, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30127, Indonesia | Kota Palembang | Provinsi Sumatera Selatan",POP,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",05043d45-3c53-4525-958d-b9b296454d0c,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,PGC,PALEMBANG CENTRUM,TIF1-PGC-07,R. NGN 01,5.6,8.7,3,48.72,TIF1-PGC-07-0004,RACK A 03,0.6,0.3,2.2,0.18,TIF1-PGC-07-0004-00055,WI-T32-SBCS 191-PGC,1760344184387175-2TKPXXOV34,DWDM,HUAWEI (SERI OPTIX OSN 8800 T32),2012,AKTIF,NORMAL,,,DC,8.6,A,,14,,-2.977657058,104.748676,"Jl. Kapten Anwar Sastro, Sungai Pangeran, Kec. Ilir Tim. I, Kota Palembang, Sumatera Selatan 30127, Indonesia | Kota Palembang | Provinsi Sumatera Selatan",POP,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",05043d45-3c53-4525-958d-b9b296454d0c,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
TIF1,1,SUMSEL,#REF!,KAG,KAYU AGUNG,TIF1-KAG-03,R. EX SENTRAL,5.9,5.4,3.4,31.86,TIF1-KAG-03-0001,RACK AVR,0.81,0.64,1.5,0.52,TIF1-KAG-03-0001-00031,AVR KAG,1760601857350723-BKUORSC7I0,AVR,SALICRU,2010,AKTIF,NORMAL,,,AC,50,A,,16,,-3.3925,104.8283333,,BASIC,CLUSTER PALEMBANG,"Ari, ASEP SURYADI, Bagus Saputra, Danu Saputera, Diky Kurniawan, DWI HINDARNO, Endi Nurwendi, IDUAL ANTON, Irene Paulus, ISMAIL, Mahesa Rakita Dewa, M Firdaus Dzikri, M Rizky Yoga Pamungkas, Muhammad Apriyadi, Muhammad Rajab Prasetyo, Muhammad Ta'im, Oktavian Dwi Putra, Ramadhan Jaya Wardana, Ramadhan Putra, Sumiran, Tegar Gantasha",742e3a43-620a-429b-8420-b3fe92317309,93d00666-c7a2-4d14-a81e-745be0da4e62,C_PLMB
